v1,cleaned_text,length,label
ham,dont know come ask questions like dont mistake,8,0
ham,aight rush ill ask jay,5,0
ham,good morning plz call sir,5,0
ham,ok lar u sleep early nite,6,0
ham,oh icic k lor den meet day,7,0
ham,oh half hour much longer syria canada eh wow must get much work done day us extra time grins,19,0
ham,sometimes put walls around heartsnot safe getting hurt find cares enough break walls amp get closer goodnoon,17,0
ham,sweet may may go u meet carlos gauge pattys interest,10,0
ham,buying today need c meh,5,0
ham,aight sorry take ten years shower whats plan,8,0
ham,every mondaynxt week vl completing,5,0
ham,might ax well im,4,0
ham,chill another hrs could sleep pain surgical emergency see unfolds okay,11,0
ham,yeah ill try scrounge something,5,0
ham,crazy ar hes married like gd looking guys frens like say hes korean leonas fave dun thk aft thinking mayb prob ill go,23,0
ham,somewhere fredericksburg,2,0
ham,que pases un buen tiempo something like,7,0
ham,ok stay night xavier sleeping bag im getting tired,9,0
ham,doesnt need test,3,0
ham,nothing much chillin home super bowl plan,7,0
spam,freeday sexy st georges day pic jordantxt pic dont miss every wk saucy celeb pics c pocketbabecouk wk,18,1
ham,bugis oso near wat,4,0
ham,yo theres class tmrw right,5,0
ham,let ur heart ur compass ur mind ur map ur soul ur guide u never loose worldgnun sent via waysmscom,20,0
ham,goodnight sleep well da please take care pa please,9,0
ham,baaaaabe misss youuuuu go teach class,6,0
ham,convey regards,2,0
ham,u ned convince tht possible witot hurting feeling main,9,0
ham,good afternoon loverboy goes day luck come way think sweetie send love across sea make smile happy,17,0
ham,start sending blackberry torch nigeria find buyer melike month tell dad buy bb anyone oh,15,0
ham,ltgt pple marry lovers becz hav gud undrstndng dat avoids problems sent dis u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send ltgt frnds ltgt mins whn u read,39,0
ham,yo dude guess got arrested day,6,0
ham,shuhui say change suntec steamboat u noe r u,9,0
ham,dance river,2,0
ham,yetunde im sorry moji seem busy able go shopping please find way get wanted us get please forgive reply free via yahoo messenger,23,0
ham,hey really pretty late want go lesson first join im reaching tp mrt,13,0
spam,hot live fantasies call p per min ntt ltd po box croydon cr wb k,15,1
ham,bbq sat mine ish ur welcome come,7,0
ham,dont know thing thats wrong everyso often panicks starts goin bout bein good enough,14,0
ham,alright im outhave good night,5,0
ham,try making another butt,4,0
ham,hope feeling great pls fill abiola,6,0
ham,though shd go n fun bar town something sound ok,10,0
ham,go write msg put dictionary mode cover screen hand press ltgt gently remove ur hand interesting,16,0
spam,bears pic nick tom pete dick fact types try gay chat photo upload call pmin stop texts call,18,1
spam,new mobiles must go txt nokia collect todayfrom wwwtcbiz optout gbpmtmsg txtauction,12,1
ham,finally ready fyi,3,0
ham,auntie huai juan never pick phone,6,0
spam,double mins double txt price linerental latest orange bluetooth mobiles call mobileupd latest offers calloptoutlf,15,1
ham,ya tel wats ur problem,5,0
spam,nokia tone ur mob every week txt nok st tone free get txtin tell ur friends ptone reply hl info,20,1
ham,dnt wnt tlk wid u,5,0
ham,spend days waiting ideal path appear front us forget paths made walking waiting goodnight,14,0
ham,ok arm feeling weak cuz got shot go another time,10,0
ham,please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday evei already see netno ticket availablei want book ticket tackle,20,0
ham,storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone get name person,33,0
ham,thats ok popped ask bout something said youd around tonght wen girl comes,13,0
ham,e best ur exam later,5,0
ham,hope ur head doesnt hurt much ploughing way pile ironing staying chinky tonight come round like,16,0
ham,oh ki think wi nz players unsold,7,0
ham,haha got fast lose weight thk muz go month den got effect geelater go aust put bk e weight,19,0
ham,wonder got online love gone net cafe get phone recharged friends net think boytoy,14,0
ham,haha kidding papa needs drugs,5,0
ham,thk shld b ya wana go lessons haha go one whole stretch,12,0
ham,oh ok,2,0
ham,r still meeting dinner tonight,5,0
ham,thats cool gentleman treat dignity respect,6,0
ham,shall start hear,3,0
ham,wait u lor need feel bad lar,7,0
ham,check got detailed message,4,0
ham,registered sinco payee log icicibankcom enter urn ltgt confirm beware frauds share disclose urn anyone,15,0
ham,decided people care stuff vote caring stuff losers,8,0
ham,kaiez enjoy ur tuition gee thk e second option sounds beta ill go yan jiu den msg u,18,0
ham,registered sinco payee log icicibankcom enter urn ltgt confirm beware frauds share disclose urn anyone,15,0
ham,cool fun practicing making babies,5,0
ham,actually getting ready leave house,5,0
ham,kkany special today,3,0
spam,urgent important information user today lucky day find log onto httpwwwurawinnercom fantastic surprise awaiting,14,1
ham,gotta,1,0
ham,ive got ten bucks jay noncomittal,6,0
ham,hungry,1,0
ham,pls speak customer machan,4,0
ham,somewhere beneath pale moon light someone think u dreams come true goodnite amp sweet dreams,15,0
ham,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,27,0
spam,dear uve invited xchat final attempt contact u txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yrs,13,1
ham,wats ur opinion abt abt character,6,0
ham,jay snickering tells x totally fucking chords speak,8,0
ham,nofew hours beforewent hair cut,5,0
ham,wonder cos dun rem seeing silver car thk saw black one,11,0
ham,lmao take pic send,4,0
ham,speak feel words better silence gud mrng,7,0
ham,shes currently scotland,3,0
ham,work week,2,0
spam,congratulations ur awarded either cd gift vouchers free entry weekly draw txt music tncs wwwldewcom winppmxage,16,1
ham,lol great im getting hungry,5,0
ham,yes saw message,3,0
ham,ill mu like ltgt seconds,5,0
ham,ok,1,0
ham,thing r good thanx got exams march ive done revision fran still boyf ive gotta interviw exeter bit worriedx,19,0
ham,tell make little spreadsheet track whose idea smoke determine smokes much entire month february,14,0
spam,sale arsenal dartboard good condition doubles trebles,7,1
ham,dont look back building coat dont want get sick hurry home wear coat gym,14,0
ham,painful personal thought always try keep everybody happy time nobody recognises alone,12,0
ham,thanks lovely wisheds rock,4,0
ham,intrepid duo great time see soon,6,0
ham,asked sen come chennai search job,6,0
ham,dad went oredi,3,0
ham,jus hope true missin cos im really missin havent done anything feel guilty yet,14,0
ham,wat late still early mah juz go dinner lor aiya dunno,11,0
ham,arms fine hows cardiff uni,5,0
ham,fact leave think addie goes back school tues wed,9,0
ham,cool breeze bright sun fresh flower twittering birds waiting wish u goodmorning amp nice day,15,0
ham,yagoing restaurant,2,0
ham,ok askd u knw tht,5,0
spam,free st week entry textpod chance win gb ipod cash every wk txt pod tscs wwwtextpodnet custcare,17,1
ham,ducking chinchillas,2,0
ham,marriage function,2,0
ham,looks like u wil b getting headstart im leaving bout ish u r desperate company could head earlierwe goin meet rummer,21,0
ham,dont give flying monkeys wot think certainly dont mind friend mine,11,0
spam,registered optin subscriber ur draw gift voucher entered receipt correct ans whats bbc charts,14,1
ham,say thanks,2,0
ham,msg rajini comes,3,0
ham,ya taking ure practical lessons start june,7,0
ham,thats good need drugs,4,0
ham,stupidits possible,2,0
ham,decide faster cos sis going home liao,7,0
spam,summers finally fancy chat flirt sexy singles yr area get matched reply summer free join optout txt stop help,19,1
ham,u sleeping going take haha got spys wat online checking n replying mails lor,14,0
spam,claire havin borin time alone u wanna cum nite chat hope c u luv claire xx callsminmoremobsemspoboxpowa,17,1
ham,fighting world easy u either win lose bt fightng close u dificult u lose u lose u win u still lose,21,0
spam,bought one ringtone getting texts costing pound offering tones etc,10,1
ham,yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriageprogram edhae lyf nt yet ovr chikkuali vargu lyfu meow meowd,23,0
ham,kinda first one gets twelve aah speak tomo,8,0
spam,urgent mobile xxxxxxxxx bonus caller prize nd attempt reach call asap,11,1
ham,ok good later come find c lucky told go earlier later pple take finish,14,0
ham,wat makes u thk ill fall actually thk im quite prone falls lucky dad home ask come n fetch already,20,0
spam,guaranteed latests nokia phone gb ipod mp player prize txt wordcollect tcllc nyusa pmt msgrcvd,15,1
ham,account refilled successfully inr ltdecimalgt keralacircle prepaid account balance rs ltdecimalgt transaction id kr ltgt,15,0
ham,wont touch permission,3,0
spam,hi lucy hubby meetins day fri b alone hotel u fancy cumin pls leave msg day lucy x callsminmobsmorelkpoboxhpfl,19,1
ham,wonders world th th ur style th ur smile th ur personality rd ur nature nd ur sms st ur lovely friendship good morning dear,25,0
ham,take small dose tablet fever,5,0
ham,oh u must taken real valentine shopping first,8,0
ham,sent email address incomm right,5,0
ham,gonna blakes night might able get little early,8,0
ham,friendship game play word say doesnt start march ends may tomorrow yesterday today e,14,0
ham,nice waitshould texting right im gonna pay ticket ya know,10,0
ham,im watching lotr w sis dis aft u wan meet dinner nite,12,0
ham,keeping away like,3,0
ham,think far find check google maps place dorm,8,0
ham,trip ok quite tiring lor uni starts today ok cos im taking modules jus concentrating final yr project,18,0
ham,always saying welp,3,0
ham,im guy browsin compulsory,4,0
ham,ok,1,0
ham,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng musthu,13,0
ham,sorry ill call later,4,0
ham,add dont really care cant least get dude fuck hey money want,12,0
ham,hello lover goes new job happy think wake slave send teasing kiss across sea,14,0
ham,told number gautham,3,0
ham,tell need investigate anywhere,4,0
ham,ok juz receive,3,0
ham,cant believe said many things morning really wanted say good morning love beautiful morning see library later,17,0
spam,account credited free text messages activate txt word credit tcs wwwbiz,11,1
ham,end might still vomit okay everything come,7,0
ham,moneyas youmoney aint thinghow sha,5,0
ham,everything weather keep extra warm cold nothing serious pls lots vitamin c,12,0
ham,hey gals anyone u going e driving centre tmr,9,0
ham,im always yahoo messenger send message ill get may send mobile mode sha ill get reply,16,0
ham,im putting ready lttimegt,4,0
ham,time n smile r two crucial things life sometimes time makes us forget smile sometimes someones smile makes us forget time gud noon,23,0
spam,sms ac jsco energy high u may know channel day ur leadership skills r strong psychic reply ans wquestion end reply end jsco,23,1
ham,hostbased idps linux systems,4,0
spam,hot live fantasies call p per min ntt ltd po box croydon cr wb national rate call,17,1
ham,dawhats plan,2,0
ham,ill ltgt ok,3,0
ham,oh god im almost home,5,0
ham,total video converter free download type google search,8,0
spam,thanks vote sing along stars karaoke mobile free link reply sing,11,1
ham,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,27,0
ham,sounds like something someone testing would sayy,7,0
ham,u love someone dont make love u much u love much dont want loved anyone except gud nit,18,0
ham,peteis phone still jenny college leannewhat,6,0
ham,oops sorry check dont mind picking tomo half eight station would ok,12,0
ham,hey sweet wondering moment might come want send file someone wont go yahoo connection sucks remember set page go download format disc could tell know way download big files download stuff directly internet help would great prey teasing kiss,39,0
ham,hows champ leaving glasgow,4,0
ham,kall bestcongrats,2,0
ham,wonder youll get text,4,0
ham,need come home give good lovin,6,0
spam,brand new mobile music service live free music player arrive shortly install phone browse content top artists,17,1
