v1,cleaned_text,length
ham,horrible bf v hungry,4
ham,remember day,2
spam,nokia get win free auction take part send nokia hgsuitelands rowwjhl,11
ham,hows feel mr real valentine yo valentine even tho u hardly play,12
ham,sounds good fingers makes difficult type,6
ham,midnight earliest,2
ham,youre sure im trying make xavier smoke dont want smoke told smoke much,13
ham,k come nordstrom youre done,5
ham,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleepsweet dreams,30
ham,press conference da,3
spam,hello orange months free access games news sport plus free texts photo messages reply yes terms apply wwworangecoukow,18
ham,completed degree use joining finance,5
ham,good afternoon love job prospects missing lazy bleak hmmm happy filled love,12
ham,shant disturb u anymore jia,5
ham,bishan lar nearer need buy early cos buy gotta park car,11
ham,dont know oh,3
ham,dude sux snake got old raiden got buff,8
ham,says hi get ass back south tampa preferably kegger,9
ham,e msg jus u said thanks gift,7
ham,u,1
ham,ok dear call chechi,4
ham,yeah totes u wanna,4
ham,ok found dis pierre cardin one looks normal costs sale,10
ham,good sleep rhythm person establish rhythm body learn use want know,11
ham,wat r u,3
ham,message truro hospital ext phone phone side,7
ham,single line big meaning miss anything ur best life,9
ham,got gas money chance gang want go grand nature adventure,10
ham,dnt worryuse ice pieces cloth packalso take tablets,8
ham,dude saw parked car sunroof popped sux,7
ham,get ready put excellent sub face,6
ham,tmrw im finishing doors,4
ham,ltgt g saw days ago guy wants sell wifi ltgt g ltgt thats blanked,14
ham,late,1
ham,whatever im pretty pissed,4
ham,today accept dayu accept brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply means enemy,20
ham,dont much image class,4
ham,noi got rumour going buy apartment chennai,7
ham,near kalainar tv officethenampet,4
spam,ur cashbalance currently pounds maximize ur cashin send go pmsg cc hgsuitelands rowwjhl,13
spam,sms auction brand new nokia auction today auction free join take part txt nokia hgsuitelands rowwjhl,16
ham,sis catching e show e afternoon im watching w c u wan watch today tmr lor,16
ham,sounds gd haha wah u yan jiu fast liao,9
ham,nosy guess idk reacting im freaked,6
ham,remember hurt days satanic imposter meneed pay priceso itmay destiny keep going u said pray get mind get,18
ham,make girl happy difficult make girls happy u need friend companion lover chef ltgt good listener ltgt organizer ltgt good boyfriend ltgt clean ltgt sympathetic ltgt athletic ltgt warm ltgt courageous ltgt determined ltgt true ltgt dependable ltgt intelligent ltgt psychologist ltgt pest exterminator ltgt psychiatrist ltgt healer ltgt stylist ltgt driver aaniye pudunga venaam,55
ham,princess bet brothas chasing,4
ham,shall book chez jules half eight thats ok,8
ham,hhahhaahahah rofl wtf nig leonardo room something,7
ham,yep dereks house see sunday lt,6
ham,cool let know kicks around ltgt ill day,8
ham,sorry ill call later,4
ham,wondering would okay call uncle john let know things nigeria r ltgt dollars years sent know strain plan pay back every dime gives every dime expect anything practical something like,30
ham,charges transfer charges withdraw anyhow like,6
ham,dont search love let love find u thats called falling love bcoz u dont force u fall u know smeone hold u bslvyl,23
ham,lets go bill millers,4
ham,love set soul fire spark flame big rawring flame xoxo,10
ham,somewhr someone surely made u god decided perfect time make u meet dat person till den enjoy ur crushes,19
ham,thats honeymoon outfit,3
ham,help propose going back tomorrow,5
spam,private account statement shows unredeemed points call identifier code expires,10
ham,never blame day ur life good days give u happiness bad days give u experience essential life gods blessings good morning,21
ham,pls confirm time collect cheque,5
spam,registered subscriber yr draw gift voucher b entered receipt correct ans next olympics txt ans,15
spam,urgent mobile number awarded prize guaranteed call land line claim valid hrs ppm,13
ham,daddy take good care,4
ham,yeah probably still gotta check leo,6
ham,kthen special,2
ham,carlos taking sweet time usual let know patty donewant smoke ill tell haul ass,14
ham,ok pa nothing problem,4
ham,heard job im going wildlife talk tonight u wantcome thatworzels wizzle whatever,12
ham,god picked flower dippeditinadew lovingly touched itwhichturnedinto u gifted tomeandsaidthis friend u,12
ham,came hostel,2
ham,ok prob ill come lunch,5
ham,jus telling u dat ill b leaving shanghai st instead well haf time meet cya,15
ham,freezing home yet remember kiss mom morning love think missing yet,11
ham,ready big day tomorrow,4
ham,ill probably around mu lot,5
ham,,0
spam,rtking pro video club need help inforingtonekingcouk call must club credits redeemable wwwringtonekingcouk enjoy,14
ham,thnx dude u guys nite,5
ham,sef dey laugh meanwhile hows darling anjie,7
ham,mm food da,3
ham,k makes sense btw carlos difficult guys gonna smoke go pick second batch get gas,15
ham,u download fring app,4
ham,oz guy kinda flaky one friend interested picking ltgt worth tonight possible,12
ham,friends u stay fb chat,5
ham,fuck babe miss sooooo much wish sleep bed lonely go sleep dream love,13
ham,living simple loving also simple laughing simple winning tooo simple simple difficult gud nte,14
spam,u secret admirer looking make contact ufind rreveal thinks ur specialcall,11
ham,ah well confuses things doesnt,5
spam,free text msgs text ok well credit account,8
ham,hi dear call urgnt dont know whats problem dont want work problem least tell wating reply,16
ham,dear ok,2
spam,selected stay top british hotels nothing holiday worth claim call london bx swss,13
ham,yes princess want make happy,5
ham,sounds like many talents would like go dinner date next week,11
ham,going film day da pm sorry da,7
ham,watching movie already xy wants shop im shopping w,9
ham,hello little party animal thought id buzz friends grins reminding loved send naughty adoring kiss,15
ham,yesterday going home,3
spam,eerie nokia tones u rply tone title eg tone dracula titles ghost addamsfa munsters exorcist twilight wwwgetzedcouk poboxwwq p,19
ham,come life brought sun shiny warming heart putting constant smile face making feel loved cared,15
ham,shit wasnt surprised went spent evening french guy met town fooled around bit didnt let fuck,16
spam,anetworks allow companies bill sms responsible suppliers,7
ham,great comedycant stop laughing da,5
spam,freemsgfeelin kinda lnly hope u like keep company jst got cam moby wanna c pictxt reply date msgp rcv hlp stop,21
ham,alright set text man,4
ham,hi theyre keen go kind feel shouldnt go tomo dont mind,11
ham,sleeping nt feeling well,4
ham,u switch fone dammit,4
ham,india take lead,3
ham,ill post lr class,4
ham,thts wat wright brother fly,5
ham,evening v good somewhat event laden fill dont worry head ok throat wrecked see six,15
ham,u laugh really loud u talk spontaneously u dont care others feel u probably dear amp best friends goodevening dear,20
ham,laptop take,2
ham,dont file bagi work called mei tell find anything room,10
ham,wan early lei outside wun b home early neva mind,10
spam,ur chance win cash every wk txt action tscs wwwmovietriviatv custcare xpwk,12
ham,bugis juz wat im walking home oredi late reply oso saw top dat like din buy r,17
ham,wishing family merry x mas happy new year advance,9
ham,go ok na,3
ham,yes posted couple pics fb theres still snow outside im waking,11
ham,sif one good partnership going take lead,7
spam,rgent nd attempt contact uu call b tcsbcmwcnxx callcost ppm mobilesvary max,12
ham,yeah wheres class,3
ham,send bec temple na,4
ham,arent coming home class right need work shower,8
spam,hi ur lookin saucy daytime fun wiv busty married woman free next week chat sort time janinexx callsminmobsmorelkpoboxhpfl,18
ham,mostly like,2
ham,v fan,2
ham,dunno cos v late n reach inside already ate spageddies lor e gals r laughing lor,16
ham,guess spent last night phasing fourth dimension,7
ham,dad gonna call gets work ask crazy questions,8
ham,yesbut said,2
ham,hurting n meaningful lines ever compromised everything love,8
ham,lmaonice,1
ham,glad see reply,3
spam,urgent trying contact u todays draw shows prize guaranteed call land line claim valid hrs,15
spam,monthly password wap mobsicom use wap phone pc,8
ham,nah dub je still buff,5
ham,painful words thought happy toughest thing earth,7
ham,yeah thats fine get ok,5
ham,lol u come ideas,4
ham,many people seems special first sight remain special till last sight maintain till life ends shjas,16
ham,today song dedicated day song u dedicate send ur valuable frnds first rply,13
ham,okay wait ah,3
ham,lei,1
ham,hi babe u r likely bed im sorry tonight really wanna see u tomorrow call love xxx,17
ham,already squatting new way walking,5
ham,want bold bb torch,4
ham,cramps stopped going back sleep,5
spam,todays vodafone numbers ending last four digits selected received award number matches please call claim award,16
spam,free top ringtone sub weekly ringtoneget st week freesend subpoly per weekstop sms,13
ham,nan sonathaya soladha boss,4
ham,bring tat cd forget,4
spam,sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr sptyrone,16
ham,dont know im raping dudes poker,6
ham,weightloss girl friends make loads money ebay something give thanks god,11
ham,gr see message r u leaving congrats dear school wat r ur plans,13
ham,eatin later im eatin wif frens lei going home first,10
ham,finish already yar keep saying mushy embarrassed ok,8
ham,sorry man stash ran dry last night cant pick sunday,10
ham,hai priya right doctor said pa,6
spam,free msg sorry service ordered could delivered sufficient credit please top receive service,13
ham,ok,1
ham,please ask mummy call father,5
ham,come room cannot come house cos house still messy haha,10
ham,lost kilos today,3
ham,taste fish curry p,4
ham,might accidant tookplace somewhere ghodbandar rd traffic moves slovely plz slip amp dont worry,14
ham,yun ahnow wkg wherebtw go nus sc wana specialise wad,10
ham,yes one woman man please tell likes dislikes bed,9
ham,test earlier appreciate call tomorrow,5
ham,hows loverboy keeps coming queen hmmm doesnt ache speak miss desparately,11
ham,u meet fren dun wan meet ah muz b guy rite,11
ham,promises though havent even gotten dinner yet,7
ham,got back dislikes bed,4
ham,turns stereo love mi phone unknown album,7
spam,hard live chat pmin choose girl connect live call cheap chat uks biggest live service vu bcmwcnxx,17
ham,yeah dont see,3
ham,asking u knw nt may ur frnds classmates,8
ham,sorry earlier putting firesare around talk actually life lol,9
spam,wow boys r back take uk tour win vip tickets prebook vip club txt club trackmarque ltd infovipclubu,18
ham,missionary hook doggy hook standing,5
ham,u better go sleep dun disturb u liao u wake msg lor,12
ham,fighting world easy u either win lose bt fightng close u dificult u lose u lose u win u still lose,21
